"","rid","mean","lower","upper","auth1","auth2","auth3","auth4","authoritarianism","sdo","married","college","income","christian","post_call","uncertainty","waterFish","envHabitat","envWater","envPollution","envTemp","waterDams","waterConservation","publicConservation","immUndocumented","immSeparation","immAsylum","immBirthright","immTech","immResources","police","gunHome","concealCarry","background","registry","rwm","trump_vote","state_residence","state_insult","state_common","state_interest","state_we","state_partme","state_proud","state_identity_identity_strength","latino","black","other","white","recount","electionFraud","rr","moral_individualism","individualism","ideology","gender","party3","caseid","age","gen","authScaled"
"2149",1258137777,-1.0008746358132,-2.56156379905622,0.455553748170025,0,0,0,0,0,0.125,1,1,0,1,0,0,2,3,3,4,3,4,4,"renewable",1,1,1,1,NA,2,3,0,3,2,4,0,0,"Utah",4,4,4,4,3,4,"Utah",0,0,0,1,3,3,0.3125,0.1875,0.6,3,"Male",2,1258137777,29,"Millenial",0.0194860333283425
"2150",1258139779,-1.02469312234052,-2.59141099422685,0.419510817127503,0,0,0,0,0,0.3125,0,1,1,1,0,0,4,4,4,4,4,2,5,"recreation",1,1,3,1,1,NA,3,0,5,1,1,0,0,"Colorado",5,5,5,5,5,5,"Colorado",0,0,0,1,4,1,0.0625,0,0.45,3,"Male",2,1258139779,32,"Millenial",0.0092336858581702
"2151",1258150491,-1.02585265335014,-2.65033307128634,0.440508624709996,0,0,0,0,0,0.25,1,0,0,0,0,0,2,2,3,3,3,4,3,"renewable",1,1,3,2,NA,4,3,0,4,3,4,0,0,"Utah",4,3,4,5,4,3,"Utah",0,0,0,1,4,3,0.5625,0.6875,0.8,2,"Female",2,1258150491,24,"Millenial",0.00873458131601232
"2152",1258152069,-0.97323373684366,-2.43710842038791,0.423144614252181,0,0,0,0,0,0.125,0,0,1,0,0,0,2,3,4,3,3,3,4,"protection",1,1,2,3,NA,NA,2,0,2,1,1,0,0,"Utah",1,2,2,1,1,1,"Utah",0,0,0,1,4,4,0.0625,0.375,0.4,1,"Female",NA,1258152069,19,"Millenial",0.0313836868714637
"2153",1258152145,-0.410099322480059,-1.90521650722317,1.04385523836702,0,0,1,0,0.25,0.4375,1,1,0,1,0,0,4,1,4,3,1,2,5,"renewable",5,5,5,5,NA,5,5,0,3,1,5,0,1,"Colorado",5,5,5,5,5,5,"Colorado",0,0,0,1,1,1,1,0,1,5,"Female",3,1258152145,36,"Millenial",0.273777328543216
"2154",1258156547,-0.41216191831417,-1.88362538479126,1.02379994818889,1,0,0,0,0.25,0.75,1,1,1,1,0,0,1,1,2,2,1,3,1,"extraction",4,4,5,5,5,NA,3,NA,5,5,5,1,1,"Utah",3,4,3,4,3,4,"Utah",0,0,0,1,5,2,0.625,0.75,0.65,5,"Male",3,1258156547,40,"Gen X",0.272889511882088
"2155",1258158421,-1.00434085324106,-2.66701303196688,0.484906811170699,0,0,0,0,0,0.25,0,0,0,0,0,0,3,4,4,3,4,5,5,"renewable",1,1,1,1,NA,1,4,0,5,2,5,0,0,"Arizona",5,4,5,5,3,4,"Arizona",0,0,1,0,5,4,0,0.75,0.15,2,"Male",2,1258158421,21,"Millenial",0.0179940466130311
"2156",1258160501,-1.00259685285553,-2.57444824366438,0.430225565682442,0,0,0,0,0,0.1875,1,1,1,1,0,0,4,4,4,4,4,2,4,"protection",1,1,2,1,NA,2,4,NA,1,1,2,0,NA,"Colorado",4,5,4,5,5,5,"Colorado",0,0,0,1,4,2,0,0.625,0.75,1,"Male",1,1258160501,51,"Gen X",0.0187447281443699
"2157",1258163287,0.672903707313988,-0.765957644913356,2.14374486175445,1,1,0,1,0.75,0.25,0,0,0,0,0,0,2,2,3,4,2,4,3,"renewable",2,1,4,2,NA,2,4,1,4,1,2,0,1,"Utah",2,2,2,4,4,4,"Utah",0,0,0,1,4,3,0.6875,0.75,0.7,4,"Female",2,1258163287,52,"Gen X",0.739941430110312
"2158",1258163315,-1.01248126542917,-2.65976018177519,0.511135515593349,0,0,0,0,0,0.25,0,1,0,0,0,0,4,4,4,3,3,2,5,"renewable",1,1,1,1,NA,1,1,1,3,1,1,0,0,"New Mexico",4,4,4,4,5,5,"New Mexico",0,0,0,1,5,5,0,0.6875,0,1,"Female",NA,1258163315,59,"Gen X",0.0144901155716028
"2159",1258163321,0.148873384573403,-1.28269941420579,1.6472904211782,0,0,1,1,0.5,1,0,1,0,0,0,0,4,3,3,3,1,4,1,"renewable",5,5,5,5,5,NA,4,1,5,5,5,0,1,"Arizona",4,5,5,5,4,5,"Arizona",0,0,0,1,4,5,1,0.625,0.95,5,"Male",3,1258163321,45,"Gen X",0.514379619225318
"2160",1258170727,0.67422824289412,-0.735299910072734,2.18281958167225,0,1,1,1,0.75,0.375,0,0,0,1,0,0,3,3,2,4,4,3,5,"renewable",1,1,3,1,2,NA,3,0,3,1,1,0,NA,"Arizona",3,4,4,2,3,4,"Arizona",1,0,0,0,5,4,0.4375,0.6875,0.6,3,"Male",1,1258170727,20,"Millenial",0.740511558652633
"2161",1258172013,-0.987772552723754,-2.47782182089656,0.473745572097737,0,0,0,0,0,0.0625,1,0,1,0,0,0,3,4,4,4,4,4,4,"renewable",2,1,2,5,NA,3,3,0,3,1,1,0,0,"Arizona",2,2,2,4,4,2,"Arizona",0,0,0,1,2,2,0.375,0.125,0.3,4,"Female",2,1258172013,40,"Gen X",0.0251256489379206
"2162",1258172079,0.145901464780116,-1.22667674660051,1.45035223162145,1,0,0,1,0.5,0,1,0,0,1,0,0,2,1,2,2,2,3,5,"renewable",1,1,3,1,NA,NA,3,1,3,1,1,0,0,"Colorado",4,4,4,3,4,4,"Colorado",1,0,0,0,3,1,0.1875,0.5,0.4,2,"Female",1,1258172079,56,"Gen X",0.513100396284797
"2163",1258183283,1.23812837355154,-0.257989097569151,2.83467305183022,1,1,1,1,1,0,1,0,1,0,0,0,2,4,4,4,4,4,5,"renewable",1,1,1,1,1,NA,3,1,1,1,5,0,0,"Arizona",1,2,3,4,3,4,"Sonora, Mexico",0,0,0,1,4,1,0,0,0.4,2,"Male",1,1258183283,57,"Gen X",0.983234792613923
"2164",1258183855,-1.00235273759592,-2.67024022943168,0.47555309922954,0,0,0,0,0,0.1875,0,1,0,0,0,0,3,3,3,3,3,4,4,"renewable",3,1,3,3,NA,NA,2,0,2,1,1,0,0,"Arizona",3,4,4,4,4,3,"Arizona",0,0,1,0,4,5,0.0625,0.25,0.65,1,"Female",1,1258183855,34,"Millenial",0.0188498042776262
"2165",1258184119,-0.413021904660945,-1.81848820205769,0.90223141582833,0,0,1,0,0.25,0.3125,1,1,1,0,0,0,4,4,4,4,2,1,5,"recreation",4,1,4,1,1,NA,3,0,2,1,5,0,0,"Colorado",5,3,4,5,4,5,"Colorado",0,0,0,1,4,5,0.375,0.75,0.35,3,"Male",2,1258184119,50,"Gen X",0.27251934231499
"2166",1258185895,-0.41515539373828,-1.91631656406589,0.963215066876679,0,1,0,0,0.25,0.5,0,0,0,1,0,0,4,4,4,4,4,5,5,"extraction",1,1,5,5,NA,NA,5,0,5,1,1,0,1,"Utah",5,5,5,5,5,5,"Utah",1,0,0,0,5,5,0.5,1,0.35,4,"Female",3,1258185895,50,"Gen X",0.271601010609927
"2167",1258190855,1.23661711974854,-0.137069772761241,2.76857791552843,1,1,1,1,1,0.1875,1,1,0,1,0,0,4,4,4,4,4,5,5,"renewable",1,1,2,2,NA,1,3,0,2,1,1,0,0,"Arizona",5,5,4,5,5,5,"Arizona",1,0,0,0,5,1,0.5625,0.5,0.75,5,"Female",1,1258190855,30,"Millenial",0.98258429372155
"2168",1258199871,-0.991949491477795,-2.55422678202807,0.486501789076292,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,2,3,5,3,"renewable",1,1,2,1,NA,1,4,1,3,1,1,0,0,"Colorado",4,2,4,4,3,5,"Colorado",0,0,0,1,4,2,0.375,0.5,0.65,2,"Female",1,1258199871,62,"Boomer",0.0233277417779114
"2169",1258203977,0.132457594709431,-1.30520624491766,1.55753729345003,1,1,0,0,0.5,0.5,0,0,0,1,0,0,2,3,3,2,4,4,4,"renewable",2,2,4,4,NA,2,4,0,2,1,1,0,1,"Arizona",3,4,4,4,4,4,"Arizona",0,0,0,1,4,2,0.4375,0.5625,0.65,5,"Male",3,1258203977,53,"Gen X",0.507313663061827
"2170",1258203995,-0.417735512484088,-1.84822262744453,0.990376683268473,1,0,0,0,0.25,0.375,1,1,0,0,0,0,1,3,4,4,4,5,4,"renewable",3,1,4,2,NA,3,3,0,3,1,1,0,0,"New Mexico",4,4,4,3,4,4,"New Mexico",0,0,1,0,3,4,0.5,0.0625,0.5,2,"Male",2,1258203995,35,"Millenial",0.270490433165555
"2171",1258209675,0.686030784880091,-0.602692105926546,2.06539636363311,1,0,1,1,0.75,0.125,1,0,0,1,0,0,3,4,3,3,3,4,3,"recreation",3,4,3,3,4,NA,3,NA,4,1,1,0,NA,"Nevada",2,2,2,1,2,2,"Nevada",1,0,0,0,4,1,0.625,0.5,0.45,NA,"Female",2,1258209675,57,"Gen X",0.745591804256511
"2172",1258210265,-0.997010558064379,-2.6247102513878,0.411108220749304,0,0,0,0,0,0.125,0,0,0,1,0,0,3,4,4,3,4,4,5,"renewable",1,5,2,2,1,NA,1,0,1,1,1,0,0,"New Mexico",4,3,4,4,3,4,"New Mexico",1,0,0,0,3,5,0.1875,0.875,0.45,2,"Female",2,1258210265,29,"Millenial",0.0211492736726516
"2173",1258210687,0.690334816645804,-0.775979551139252,2.19185344791462,1,1,0,1,0.75,0.5625,1,0,0,0,0,0,3,3,3,3,3,5,5,"renewable",1,1,5,5,NA,1,3,0,5,1,1,0,0,"Nevada",5,5,5,5,4,5,"Nevada",1,0,0,0,5,5,0.8125,0.75,0.6,3,"Female",1,1258210687,37,"Millenial",0.747444416895611
"2174",1258211685,1.25223871084094,-0.160834096215704,2.77042229839208,1,1,1,1,1,0.5,0,0,0,1,0,0,3,2,3,4,1,5,5,"extraction",5,5,5,1,1,NA,1,1,5,1,1,0,0,"Colorado",5,5,5,5,5,5,"Colorado",1,0,0,0,2,1,0.75,0.875,0.4,5,"Male",1,1258211685,27,"Millenial",0.989308397695685
"2175",1258222397,0.122390322401576,-1.30099840914441,1.51415785898656,1,0,0,1,0.5,0.5,1,1,0,0,0,0,4,3,3,3,3,3,4,"renewable",3,1,4,4,NA,NA,4,1,4,3,2,0,1,"Arizona",2,3,4,3,4,4,"Arizona",0,0,1,0,4,5,0.625,0.5,0.4,3,"Male",3,1258222397,57,"Gen X",0.502980340973601
"2176",1258222413,1.23286155162631,-0.265946508150282,2.77283811527747,1,1,1,1,1,0.5,0,1,1,0,0,0,4,4,4,4,4,5,5,"protection",2,3,3,3,NA,3,4,NA,5,3,5,0,1,"Colorado",1,2,2,2,3,3,"Colorado",0,0,0,1,3,4,0.75,0.5,0.5,3,"Male",2,1258222413,43,"Gen X",0.980967759887933
"2177",1258234477,-0.986727612091161,-2.48955579424932,0.483430423896264,0,0,0,0,0,0.5625,1,1,1,0,0,0,3,4,3,4,3,3,5,"protection",5,5,5,5,NA,5,3,1,4,3,5,0,NA,"Arizona",3,4,3,3,3,3,"Arizona",0,0,1,0,3,2,1,0.625,0.9,3,"Male",2,1258234477,41,"Gen X",0.0255754295920673
"2178",1258241335,-0.423631064668199,-1.83954404279325,0.912870678312887,0,0,0,1,0.25,0.0625,1,1,1,1,0,0,2,3,3,2,3,5,4,"renewable",1,1,1,1,1,NA,4,0,1,1,1,0,0,"Arizona",4,4,4,4,4,5,"Arizona",0,0,0,1,2,1,0,0.9375,0.35,2,"Female",1,1258241335,33,"Millenial",0.26795277194805
"2179",1258247257,1.24812674251731,-0.177194940611828,2.70668145685972,1,1,1,1,1,0.3125,0,0,0,1,0,0,1,1,1,2,4,3,4,"protection",3,1,4,3,NA,NA,4,0,1,1,1,0,0,"Arizona",1,4,1,3,3,5,"Arizona",1,0,0,0,3,1,0.875,0.625,0.6,2,"Female",1,1258247257,50,"Gen X",0.987538456184421
"2180",1258247271,-0.419608096714839,-1.93696419323245,1.1039281730455,1,0,0,0,0.25,0,0,0,0,0,0,0,1,1,3,1,2,3,5,"protection",1,1,2,5,NA,1,3,1,3,1,1,0,0,"Colorado",1,5,1,5,3,5,"Colorado",1,0,0,0,5,5,0.375,0.5,0.6,1,"Female",1,1258247271,24,"Millenial",0.269684404445854
"2181",1258259587,-0.440525101348478,-1.96764254826154,0.974098135525238,0,0,0,1,0.25,0.1875,0,1,1,0,0,0,4,4,4,4,4,4,5,"protection",2,1,1,1,NA,NA,1,0,1,1,1,0,0,"Colorado",1,1,1,1,1,1,"California",0,0,1,0,3,3,0.125,0.375,0.2,3,"Male",NA,1258259587,43,"Gen X",0.260680960868813
"2182",1258259595,-0.986225461814724,-2.46851997805064,0.43227313921601,0,0,0,0,0,0.4375,1,1,1,1,0,0,2,2,3,3,4,4,2,"protection",4,1,3,2,NA,2,4,0,2,1,1,0,0,"Colorado",5,5,3,4,4,5,"Colorado",0,0,0,1,3,4,0.4375,0.6875,0.75,3,"Male",2,1258259595,41,"Gen X",0.025791573431029
"2183",1258259597,-1.01839073879625,-2.58877772911492,0.470856283609833,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,4,5,5,"protection",4,1,2,4,1,NA,3,0,1,1,1,0,0,"Arizona",1,1,1,1,1,1,"Arizona",0,0,0,1,3,4,0.0625,0.625,0.35,2,"Male",1,1258259597,51,"Gen X",0.0119464621679526
"2184",1258259601,0.140510319939396,-1.30550463438384,1.66429621539209,1,0,0,1,0.5,0.4375,1,1,1,1,0,0,3,2,2,3,3,3,4,"renewable",2,2,3,3,NA,4,5,1,3,3,1,0,1,"Colorado",3,4,3,2,4,3,"Colorado",0,0,0,1,4,3,0.375,0.5,0.55,3,"Female",2,1258259601,33,"Millenial",0.510779850430396
"2185",1258259623,-1.00361311706845,-2.49522053108817,0.431296464490319,0,0,0,0,0,0.1875,0,0,0,0,0,0,3,3,3,4,4,3,5,"renewable",1,1,2,1,NA,NA,4,0,2,1,1,0,0,"Arizona",2,3,2,4,4,5,"Arizona",0,0,0,1,4,2,0.1875,0.125,0.6,2,"Male",1,1258259623,56,"Gen X",0.0183072908697401
"2186",1258266423,1.21071202021103,-0.27915514817851,2.7173520407436,1,1,1,1,1,0.3125,0,0,0,1,0,0,2,2,2,2,2,5,5,"protection",5,2,5,2,5,NA,1,0,4,4,2,0,NA,"Arizona",2,2,2,2,2,2,"Arizona",1,0,0,0,2,2,0.6875,0.1875,0.75,NA,"Female",NA,1258266423,43,"Gen X",0.971433791719534
"2187",1258277897,0.662574986909369,-0.767050975296366,2.16722111299449,1,0,1,1,0.75,0.4375,1,1,1,1,0,0,1,2,3,2,1,4,3,"protection",5,5,4,2,NA,NA,2,0,3,2,5,0,1,"Arizona",2,4,3,4,3,5,"Arizona",0,0,0,1,5,5,0.875,0.25,0.8,5,"Male",3,1258277897,62,"Boomer",0.735495571201983
"2188",1258277911,1.23555953290113,-0.235806378185518,2.76615295000997,1,1,1,1,1,0.5625,0,1,0,0,0,0,1,2,2,2,2,3,2,"recreation",5,3,5,5,NA,NA,3,0,3,3,5,0,NA,"Arizona",4,4,2,5,5,5,"Arizona",0,0,0,1,4,2,0.75,0.625,0.7,5,"Male",NA,1258277911,56,"Gen X",0.982129069674166
"2189",1258283729,0.132422787388602,-1.35474824069022,1.54066376199663,1,0,0,1,0.5,0.1875,1,0,0,1,0,0,3,3,2,4,4,4,5,"renewable",2,1,2,1,1,NA,3,0,1,1,1,0,0,"Nevada",4,3,3,4,4,4,"Colorado",1,0,0,0,3,4,0.0625,0.3125,0.55,3,"Female",2,1258283729,46,"Gen X",0.507298680718292
"2190",1258295217,-1.00274312429316,-2.527814701631,0.526059522002207,0,0,0,0,0,0.375,0,1,1,0,0,0,3,3,3,3,3,3,4,"recreation",2,1,3,3,NA,NA,3,1,2,1,1,0,0,"Colorado",2,2,2,2,3,3,"Colorado",0,0,0,1,3,3,0.1875,0.6875,0.4,2,"Female",2,1258295217,24,"Millenial",0.0186817675695343
"2191",1258301581,-0.410063451048876,-1.8054601376899,1.02674329173436,0,0,0,1,0.25,0,0,1,0,0,0,0,4,4,4,4,4,5,5,"renewable",1,1,1,1,NA,NA,2,0,5,1,1,0,0,"Colorado",2,4,3,4,4,4,"Kansas",0,0,0,1,4,4,0,0,0.55,3,"Female",1,1258301581,23,"Millenial",0.273792768918755
"2192",1258302631,-0.989203924905285,-2.65287213603115,0.4846216120694,0,0,0,0,0,0.1875,0,0,0,0,0,0,3,3,3,2,3,1,5,"protection",1,1,1,1,1,NA,1,0,2,2,4,0,0,"Colorado",1,2,2,2,1,2,"Colorado",0,0,1,0,5,5,0,0,0.05,1,"Male",NA,1258302631,35,"Millenial",0.0245095340161199
"2193",1258307243,-0.42912877790044,-1.88556562151242,0.96724700397654,0,1,0,0,0.25,0.0625,0,1,0,0,0,0,3,4,4,3,4,5,5,"renewable",2,1,1,1,NA,1,3,0,1,1,1,0,0,"Colorado",3,4,3,5,4,5,"Colorado",0,0,0,1,4,5,0.0625,0.0625,0.3,2,"Male",2,1258307243,35,"Millenial",0.265586355161508
"2194",1258335689,-0.419319766308427,-1.96562440190103,1.06007086209306,0,1,0,0,0.25,0.5,1,0,0,1,0,0,3,3,3,2,2,3,3,"protection",2,3,3,3,NA,NA,3,0,3,3,4,0,NA,"Nevada",5,5,5,5,5,5,"Nevada",1,0,0,0,3,4,0.375,0.75,0.55,2,"Female",2,1258335689,35,"Millenial",0.26980851239492
"2195",1258347223,0.684146338335572,-0.709919861109338,2.19733146114083,1,0,1,1,0.75,0.125,1,0,1,1,0,0,1,2,2,2,1,4,5,"protection",4,3,4,3,NA,NA,4,0,3,2,3,0,NA,"New Mexico",3,3,3,2,2,2,"New Mexico",0,0,0,1,5,4,0.8125,1,0.45,4,"Female",2,1258347223,54,"Gen X",0.744780669563247
"2196",1258347251,-0.989952048482213,-2.59354615708037,0.599493394939444,0,0,0,0,0,0,1,1,0,1,0,0,2,2,4,4,4,5,4,"protection",1,1,1,1,1,NA,1,0,2,1,1,0,0,"Utah",1,2,2,1,1,3,"Utah",0,0,0,1,5,2,0,0.4375,0.25,1,"Male",NA,1258347251,31,"Millenial",0.0241875142751722
"2197",1258349363,0.662135606508061,-0.729056429092705,2.06267541409884,1,0,1,1,0.75,0.1875,0,1,0,0,0,0,3,3,4,2,2,3,5,"renewable",1,1,3,3,NA,1,3,0,1,1,3,0,0,"Colorado",1,2,1,1,2,3,"Colorado",0,0,0,1,4,4,0.4375,0.6875,0.6,2,"Female",1,1258349363,32,"Millenial",0.735306445812315
"2198",1258379611,-0.990367047821575,-2.55507878617112,0.434900060235847,0,0,0,0,0,0,0,1,0,1,0,0,3,3,4,4,4,3,4,"protection",1,1,1,1,1,NA,2,0,1,1,1,0,0,"Colorado",1,3,3,2,2,3,"Montana",0,0,0,1,4,5,0,0,0.15,1,"Female",2,1258379611,30,"Millenial",0.0240088833860034
"2199",1258395927,0.140537650503688,-1.27106406846637,1.56505249875646,1,1,0,0,0.5,0.125,0,1,0,0,0,0,1,2,2,2,3,5,4,"renewable",4,3,2,5,NA,3,2,0,2,1,1,0,0,"Arizona",3,3,3,2,1,1,"Arizona",0,0,0,1,1,4,0.375,0.6875,0.5,2,"Male",2,1258395927,50,"Gen X",0.510791614504547
"2200",1258401801,0.118179972955518,-1.3621888551177,1.43452404019178,1,0,0,1,0.5,0.5,1,1,1,1,0,0,2,4,1,2,1,5,4,"extraction",2,5,5,5,NA,NA,4,1,4,2,5,0,1,"Nevada",2,4,4,4,4,4,"Nevada",1,0,0,0,4,3,0.6875,0.8125,0.6,4,"Male",3,1258401801,78,"Boomer",0.501168052630162
"2201",1258412107,-0.424444313055472,-1.82034800945986,1.03160457635156,0,0,1,0,0.25,0.3125,0,1,0,0,0,0,4,4,4,4,4,5,4,"renewable",1,1,1,1,NA,NA,1,1,5,1,1,0,0,"Arizona",5,4,5,5,5,5,"Sonora, Mexico",0,0,0,1,5,4,0,0.75,0.3,1,"Male",2,1258412107,34,"Millenial",0.26760272010759
"2202",1258418441,-0.415484688103693,-1.85820256525057,0.922018719799229,0,0,0,1,0.25,0.375,0,0,0,0,0,0,1,1,3,3,4,3,5,"renewable",1,5,3,1,NA,1,3,0,3,1,1,0,0,"Arizona",3,3,4,4,4,5,"Sonora, Mexico",1,0,0,0,3,5,0.5625,0.375,0.3,2,"Female",1,1258418441,20,"Millenial",0.271459270275153
"2203",1258428131,1.2438708537476,-0.248797107402739,2.76445705222787,1,1,1,1,1,0.3125,0,0,0,0,0,0,1,1,2,2,2,4,3,"renewable",2,3,5,3,5,NA,4,0,3,1,3,0,1,"Arizona",2,1,3,3,1,3,"Arizona",0,0,0,1,4,2,0.6875,0.5625,0.45,4,"Male",3,1258428131,50,"Gen X",0.985706566051038
"2204",1258439387,-0.418094433914346,-2.03932685721519,1.09373306536251,1,0,0,0,0.25,0.0625,1,0,0,1,0,0,1,4,1,3,4,4,4,"renewable",2,1,2,1,NA,3,3,0,1,1,1,0,0,"Nevada",1,2,1,2,2,4,"Nevada",0,0,1,0,2,5,0,0.5,0.55,1,"Female",1,1258439387,34,"Millenial",0.270335940258826
"2205",1258439453,0.136930511633274,-1.27899182410717,1.56760666541219,1,1,0,0,0.5,0.1875,0,0,0,0,0,0,3,4,4,4,4,4,4,"renewable",1,1,3,3,NA,NA,1,0,4,2,1,0,1,"New Mexico",3,2,2,2,4,4,"New Mexico",0,0,1,0,3,4,0.3125,0.25,0.35,3,"Female",3,1258439453,41,"Gen X",0.509238970047888
"2206",1258449547,0.12162687282604,-1.34242087914203,1.48760250252405,1,0,0,1,0.5,0.375,0,1,0,0,0,0,2,2,2,2,1,3,3,"recreation",5,5,5,5,NA,5,2,NA,5,5,5,0,1,"Colorado",2,5,3,3,5,5,"Colorado",0,0,0,1,5,5,0.8125,0.8125,0.55,4,"Male",NA,1258449547,52,"Gen X",0.502651724362492
"2207",1258458667,0.67948457464132,-0.767641518562334,2.13513722387034,0,1,1,1,0.75,0.4375,0,0,0,0,0,0,4,4,4,4,4,2,2,"extraction",1,1,5,5,5,NA,3,1,5,1,1,0,1,"Colorado",5,5,5,5,5,5,"Colorado",1,0,0,0,4,4,0.4375,0.875,0.35,1,"Male",3,1258458667,35,"Millenial",0.742774076022449
"2208",1258460941,0.694907028971678,-0.722497402386477,2.17194486566738,1,1,0,1,0.75,0.375,1,0,0,1,0,0,3,3,4,2,3,4,4,"renewable",1,1,4,3,NA,NA,5,0,3,1,3,0,0,"Colorado",5,5,5,5,5,5,"Colorado",1,0,0,0,4,3,0.5625,0.9375,0.4,2,"Female",1,1258460941,59,"Gen X",0.749412464253217
"2209",1258491767,0.707354483638634,-0.619225346585553,2.03507866618371,1,1,1,0,0.75,0.3125,1,1,1,0,0,0,2,3,4,3,2,5,5,"recreation",4,1,4,2,NA,2,5,0,1,1,1,0,0,"Colorado",2,4,4,5,5,5,"Colorado",0,0,0,1,4,4,0.5625,0.1875,0.55,3,"Male",2,1258491767,34,"Millenial",0.754770303854757
"2210",1258510553,1.22871597017691,-0.247890246141325,2.76908940831092,1,1,1,1,1,0.4375,0,0,0,0,0,0,2,2,2,2,2,3,3,"recreation",2,1,2,1,NA,2,3,0,3,2,2,0,NA,"Colorado",4,4,3,4,4,5,"Colorado",1,0,0,0,4,3,0.5625,0.6875,0.5,4,"Male",2,1258510553,69,"Boomer",0.97918335005835
"2211",1258514023,-0.999792184912635,-2.39766628994039,0.381524830451643,0,0,0,0,0,0,1,1,1,0,0,0,4,4,4,4,4,4,4,"protection",1,1,1,1,NA,1,3,1,1,1,1,0,0,"Utah",2,2,3,3,3,3,"Utah",0,0,0,1,4,5,0,0.375,0.2,3,"Female",2,1258514023,59,"Gen X",0.0199519597733003
"2212",1258514033,-1.00231620277203,-2.7382116222527,0.652543805521816,0,0,0,0,0,0.3125,0,0,1,0,0,0,2,2,4,4,3,4,4,"recreation",1,2,3,1,1,NA,2,1,5,2,3,0,NA,"Arizona",2,3,3,3,2,3,"Arizona",0,0,0,1,3,4,0.5,0.625,0.3,3,"Male",1,1258514033,29,"Millenial",0.0188655302016406
"2213",1258553265,0.098227124467439,-1.41810248344544,1.5581812200343,1,1,0,0,0.5,0.625,0,0,0,0,0,0,1,1,2,1,1,5,1,"recreation",5,5,5,5,NA,2,4,0,5,4,5,0,1,"New Mexico",3,4,3,4,2,3,"New Mexico",0,0,0,1,4,5,0.9375,0.375,0.75,4,"Male",2,1258553265,47,"Gen X",0.492579617110348
"2214",1258588299,0.135966915792118,-1.34782657422248,1.57120213963775,1,0,0,1,0.5,0.1875,1,1,1,0,0,0,3,4,3,4,3,5,4,"protection",1,1,1,1,NA,1,3,1,3,1,1,0,0,"Utah",1,4,4,5,2,5,"Utah",0,0,0,1,5,2,0,0.5,0.2,3,"Female",1,1258588299,54,"Gen X",0.508824203166164
"2215",1258605829,0.143955909647991,-1.28730265600748,1.61890629282412,1,0,0,1,0.5,0,0,1,0,0,0,0,3,3,3,3,3,2,5,"protection",2,1,1,1,NA,NA,4,0,2,1,1,0,0,"New Mexico",5,5,4,5,5,5,"New Mexico",0,0,0,1,4,1,0,0.0625,0.3,2,"Female",1,1258605829,56,"Gen X",0.51226295822113
"2216",1258614529,0.677327763331851,-0.783802171566679,2.19409964919698,1,1,0,1,0.75,0.3125,1,0,0,0,0,0,2,2,3,3,2,4,4,"renewable",2,2,3,3,NA,NA,3,0,3,3,3,0,1,"New Mexico",4,4,4,3,4,5,"New Mexico",1,0,0,0,2,3,0.5625,0.8125,0.5,4,"Female",2,1258614529,39,"Millenial",0.741845705575951
"2217",1258624083,-1.03326851552853,-2.63646376130721,0.478466582228402,0,0,0,0,0,0,1,1,1,0,0,0,4,4,4,4,4,1,5,"protection",1,1,1,3,NA,NA,1,1,1,1,3,0,0,"Colorado",4,3,4,5,4,4,"Colorado",0,0,0,1,5,3,0,0,0.2,1,"Female",1,1258624083,37,"Millenial",0.00554252309029207
"2218",1258649845,0.138084485596354,-1.41093476599208,1.73228114265813,0,1,0,1,0.5,0,1,0,0,0,0,0,3,3,4,4,3,4,4,"renewable",1,1,5,3,4,NA,3,0,1,1,1,0,0,"Colorado",5,4,5,5,5,5,"Colorado",1,0,0,0,5,5,0.4375,0.5,0.25,1,"Female",1,1258649845,27,"Millenial",0.509735682634032
"2219",1258667003,0.678400060656431,-0.830483799562778,2.12291563270232,0,1,1,1,0.75,0.5,1,0,0,0,0,0,2,2,2,2,2,3,3,"renewable",3,3,3,2,NA,3,2,0,3,3,3,0,0,"Nevada",3,3,3,3,3,3,"Nevada",0,1,0,0,3,1,0.5,0.5,0.5,4,"Male",1,1258667003,58,"Gen X",0.742307261550564
"2220",1258682171,1.24341905214325,-0.21798092617274,2.82597933238254,1,1,1,1,1,0.3125,0,0,0,1,0,0,2,2,2,3,3,5,4,"renewable",2,1,5,2,2,NA,3,0,2,1,1,0,0,"New Mexico",4,5,4,5,5,5,"New Mexico",1,0,0,0,3,4,0.6875,0.25,0.75,4,"Female",1,1258682171,67,"Boomer",0.98551209412143
"2221",1258682575,-0.415483222728355,-1.93466609842146,1.04649067452542,1,0,0,0,0.25,0.5,1,1,0,0,0,0,4,3,3,2,3,4,4,"recreation",3,3,4,3,4,NA,4,1,4,3,4,0,0,"Nevada",3,4,5,5,5,5,"Nevada",1,0,0,0,2,3,0.5,0.75,0.5,1,"Male",1,1258682575,30,"Millenial",0.271459901026277
"2222",1258702285,-0.981486489812889,-2.62475321695541,0.435015844820289,0,0,0,0,0,0.1875,0,0,0,0,0,0,2,4,4,2,3,5,5,"protection",2,1,2,1,NA,1,3,0,2,1,1,0,0,"Colorado",4,4,4,5,3,4,"Colorado",0,0,0,1,4,4,0.125,0.5,0.4,1,"Male",1,1258702285,39,"Millenial",0.0278314002503571
